text,rt,key_press,block_duration,timing_post_trial,trial_id,trial_type,trial_index,time_elapsed,subject,internal_node_id,exp_id,trigger_times,responses,stimulus,possible_responses,stim_duration,condition,exp_stage,trial_num,correct_response,correct
,-1,-1,500,0,cue,poldrack-single-stim,349,569000,s638,0.0-310.0,dot_pattern_expectancy,568879,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>",none,500,BX,test,14,,
,-1,-1,2000,0,fixation,poldrack-single-stim,350,571007,s638,0.0-311.0,dot_pattern_expectancy,"569559,570239,570920",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,599,89,1500,0,probe,poldrack-single-stim,351,572510,s638,0.0-312.0,dot_pattern_expectancy,"571600,572280",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,14,71,false
,-1,-1,500,0,cue,poldrack-single-stim,352,573016,s638,0.0-313.0,dot_pattern_expectancy,572960,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,15,,
,-1,-1,2000,0,fixation,poldrack-single-stim,353,575020,s638,0.0-314.0,dot_pattern_expectancy,"573641,574320,575000",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,605,89,1908,0,probe,poldrack-single-stim,354,576931,s638,0.0-315.0,dot_pattern_expectancy,"575680,576360",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,15,89,true
,-1,-1,500,0,cue,poldrack-single-stim,355,577438,s638,0.0-316.0,dot_pattern_expectancy,577040,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,16,,
,-1,-1,2000,0,fixation,poldrack-single-stim,356,579444,s638,0.0-317.0,dot_pattern_expectancy,"577720,578399,579079",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,580,89,1636,0,probe,poldrack-single-stim,357,581085,s638,0.0-318.0,dot_pattern_expectancy,"579758,580439",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,16,89,true
,-1,-1,500,0,cue,poldrack-single-stim,358,581592,s638,0.0-319.0,dot_pattern_expectancy,581119,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>",none,500,BX,test,17,,
,-1,-1,2000,0,fixation,poldrack-single-stim,359,583597,s638,0.0-320.0,dot_pattern_expectancy,"581799,582479,583159",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,426,89,1500,0,probe,poldrack-single-stim,360,585102,s638,0.0-321.0,dot_pattern_expectancy,"583840,584519",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,17,71,false
,-1,-1,500,0,cue,poldrack-single-stim,361,585608,s638,0.0-322.0,dot_pattern_expectancy,585199,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,18,,
,-1,-1,2000,0,fixation,poldrack-single-stim,362,587614,s638,0.0-323.0,dot_pattern_expectancy,"585879,586559,587239",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,1030,89,1908,0,probe,poldrack-single-stim,363,589528,s638,0.0-324.0,dot_pattern_expectancy,"587919,588599,589279",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,18,89,true
,-1,-1,500,0,cue,poldrack-single-stim,364,590035,s638,0.0-325.0,dot_pattern_expectancy,589960,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>",none,500,BY,test,19,,
,-1,-1,2000,0,fixation,poldrack-single-stim,365,592040,s638,0.0-326.0,dot_pattern_expectancy,"590640,591319,592000",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,660,71,2180,0,probe,poldrack-single-stim,366,594226,s638,0.0-327.0,dot_pattern_expectancy,"592680,593359,594041",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71",500,BY,test,19,71,true
,-1,-1,500,0,cue,poldrack-single-stim,367,594729,s638,0.0-328.0,dot_pattern_expectancy,594720,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,20,,
,-1,-1,2000,0,fixation,poldrack-single-stim,368,596733,s638,0.0-329.0,dot_pattern_expectancy,"595400,596080",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,887,89,1772,0,probe,poldrack-single-stim,369,598510,s638,0.0-330.0,dot_pattern_expectancy,"596759,597440,598120",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,20,89,true
,-1,-1,500,0,cue,poldrack-single-stim,370,599016,s638,0.0-331.0,dot_pattern_expectancy,598800,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,21,,
,-1,-1,2000,0,fixation,poldrack-single-stim,371,601022,s638,0.0-332.0,dot_pattern_expectancy,"599480,600160,600840",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,536,89,1500,0,probe,poldrack-single-stim,372,602526,s638,0.0-333.0,dot_pattern_expectancy,"601520,602200",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,21,89,true
,-1,-1,500,0,cue,poldrack-single-stim,373,603031,s638,0.0-334.0,dot_pattern_expectancy,602880,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,22,,
,-1,-1,2000,0,fixation,poldrack-single-stim,374,605038,s638,0.0-335.0,dot_pattern_expectancy,"603560,604241,604919",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,-1,-1,1500,0,probe,poldrack-single-stim,375,606542,s638,0.0-336.0,dot_pattern_expectancy,"605599,606279",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,22,89,false
,-1,-1,500,0,cue,poldrack-single-stim,376,607048,s638,0.0-337.0,dot_pattern_expectancy,606959,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,23,,
,-1,-1,2000,0,fixation,poldrack-single-stim,377,609054,s638,0.0-338.0,dot_pattern_expectancy,"607639,608319,608999",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,554,89,2044,0,probe,poldrack-single-stim,378,611101,s638,0.0-339.0,dot_pattern_expectancy,"609679,610359,611039",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,23,89,true
,-1,-1,500,0,cue,poldrack-single-stim,379,611608,s638,0.0-340.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,24,,
,-1,-1,2000,0,fixation,poldrack-single-stim,380,613614,s638,0.0-341.0,dot_pattern_expectancy,"611720,612399,613080",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,403,89,2860,0,probe,poldrack-single-stim,381,616478,s638,0.0-342.0,dot_pattern_expectancy,"613759,614441,615119,615799",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,24,89,true
,-1,-1,500,0,cue,poldrack-single-stim,382,616984,s638,0.0-343.0,dot_pattern_expectancy,616480,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>",none,500,BX,test,25,,
,-1,-1,2000,0,fixation,poldrack-single-stim,383,618989,s638,0.0-344.0,dot_pattern_expectancy,"617159,617840,618520",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,558,89,1500,0,probe,poldrack-single-stim,384,620493,s638,0.0-345.0,dot_pattern_expectancy,"619200,619880",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,25,71,false
,-1,-1,500,0,cue,poldrack-single-stim,385,621001,s638,0.0-346.0,dot_pattern_expectancy,620560,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>",none,500,BY,test,26,,
,-1,-1,2000,0,fixation,poldrack-single-stim,386,623006,s638,0.0-347.0,dot_pattern_expectancy,"621239,621920,622600",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,-1,-1,1772,0,probe,poldrack-single-stim,387,624784,s638,0.0-348.0,dot_pattern_expectancy,"623280,623960,624641",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71",500,BY,test,26,71,false
,-1,-1,500,0,cue,poldrack-single-stim,388,625288,s638,0.0-349.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,27,,
,-1,-1,2000,0,fixation,poldrack-single-stim,389,627293,s638,0.0-350.0,dot_pattern_expectancy,"625320,626000,626680",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,-1,-1,1772,0,probe,poldrack-single-stim,390,629069,s638,0.0-351.0,dot_pattern_expectancy,"627360,628040,628720",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,27,89,false
,-1,-1,500,0,cue,poldrack-single-stim,391,629575,s638,0.0-352.0,dot_pattern_expectancy,629400,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,28,,
,-1,-1,2000,0,fixation,poldrack-single-stim,392,631581,s638,0.0-353.0,dot_pattern_expectancy,"630080,630760,631439",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,559,89,2860,0,probe,poldrack-single-stim,393,634445,s638,0.0-354.0,dot_pattern_expectancy,"632119,632798,633479,634159",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,28,89,true
,-1,-1,500,0,cue,poldrack-single-stim,394,634951,s638,0.0-355.0,dot_pattern_expectancy,634841,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,29,,
,-1,-1,2000,0,fixation,poldrack-single-stim,395,636957,s638,0.0-356.0,dot_pattern_expectancy,"635520,636200,636879",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,537,89,1772,0,probe,poldrack-single-stim,396,638732,s638,0.0-357.0,dot_pattern_expectancy,"637560,638240",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,29,89,true
,-1,-1,500,0,cue,poldrack-single-stim,397,639239,s638,0.0-358.0,dot_pattern_expectancy,638920,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>",none,500,BX,test,30,,
,-1,-1,2000,0,fixation,poldrack-single-stim,398,641245,s638,0.0-359.0,dot_pattern_expectancy,"639600,640280,640960",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,518,89,1636,0,probe,poldrack-single-stim,399,642887,s638,0.0-360.0,dot_pattern_expectancy,"641640,642320",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,30,71,false
,-1,-1,500,0,cue,poldrack-single-stim,400,643393,s638,0.0-361.0,dot_pattern_expectancy,643000,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>",none,500,BX,test,31,,
,-1,-1,2000,0,fixation,poldrack-single-stim,401,645399,s638,0.0-362.0,dot_pattern_expectancy,"643680,644360,645041",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,540,89,2452,0,probe,poldrack-single-stim,402,647857,s638,0.0-363.0,dot_pattern_expectancy,"645720,646400,647080,647760",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,31,71,false
,-1,-1,500,0,cue,poldrack-single-stim,403,648364,s638,0.0-364.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,32,,
,-1,-1,2000,0,fixation,poldrack-single-stim,404,650371,s638,0.0-365.0,dot_pattern_expectancy,"648440,649122,649800",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,490,89,1636,0,probe,poldrack-single-stim,405,652013,s638,0.0-366.0,dot_pattern_expectancy,"650480,651160,651840",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,32,89,true
,-1,-1,500,0,cue,poldrack-single-stim,406,652519,s638,0.0-367.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>",none,500,BX,test,33,,
,-1,-1,2000,0,fixation,poldrack-single-stim,407,654525,s638,0.0-368.0,dot_pattern_expectancy,"652521,653201,653880",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,956,89,1500,0,probe,poldrack-single-stim,408,656029,s638,0.0-369.0,dot_pattern_expectancy,"654560,655242,655919",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,33,71,false
,-1,-1,500,0,cue,poldrack-single-stim,409,656535,s638,0.0-370.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,34,,
,-1,-1,2000,0,fixation,poldrack-single-stim,410,658540,s638,0.0-371.0,dot_pattern_expectancy,"656601,657281,657959",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,557,89,1636,0,probe,poldrack-single-stim,411,660182,s638,0.0-372.0,dot_pattern_expectancy,"658639,659320,660000",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,34,89,true
,-1,-1,500,0,cue,poldrack-single-stim,412,660684,s638,0.0-373.0,dot_pattern_expectancy,660680,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,35,,
,-1,-1,2000,0,fixation,poldrack-single-stim,413,662690,s638,0.0-374.0,dot_pattern_expectancy,"661360,662040",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,590,89,1636,0,probe,poldrack-single-stim,414,664332,s638,0.0-375.0,dot_pattern_expectancy,"662720,663400,664080",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,35,89,true
,-1,-1,500,0,cue,poldrack-single-stim,415,664839,s638,0.0-376.0,dot_pattern_expectancy,664760,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>",none,500,BY,test,36,,
,-1,-1,2000,0,fixation,poldrack-single-stim,416,666844,s638,0.0-377.0,dot_pattern_expectancy,"665441,666120,666800",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,757,71,2180,0,probe,poldrack-single-stim,417,669030,s638,0.0-378.0,dot_pattern_expectancy,"667480,668160,668840",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71",500,BY,test,36,71,true
,-1,-1,500,0,cue,poldrack-single-stim,418,669533,s638,0.0-379.0,dot_pattern_expectancy,669520,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,37,,
,-1,-1,2000,0,fixation,poldrack-single-stim,419,671538,s638,0.0-380.0,dot_pattern_expectancy,"670200,670879",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,620,89,1500,0,probe,poldrack-single-stim,420,673042,s638,0.0-381.0,dot_pattern_expectancy,"671561,672240,672920",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,37,89,true
,-1,-1,500,0,cue,poldrack-single-stim,421,673548,s638,0.0-382.0,dot_pattern_expectancy,,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AY,test,38,,
,-1,-1,2000,0,fixation,poldrack-single-stim,422,675554,s638,0.0-383.0,dot_pattern_expectancy,"673600,674280,674960",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,596,71,1636,0,probe,poldrack-single-stim,423,677197,s638,0.0-384.0,dot_pattern_expectancy,"675642,676320,677000",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71",500,AY,test,38,71,true
,-1,-1,500,0,cue,poldrack-single-stim,424,677701,s638,0.0-385.0,dot_pattern_expectancy,677681,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,39,,
,-1,-1,2000,0,fixation,poldrack-single-stim,425,679707,s638,0.0-386.0,dot_pattern_expectancy,"678363,679041",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,684,89,1636,0,probe,poldrack-single-stim,426,681350,s638,0.0-387.0,dot_pattern_expectancy,"679721,680400,681081",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,39,89,true
,-1,-1,7500,1000,rest_block,poldrack-single-stim,427,688854,s638,0.0-388.0,dot_pattern_expectancy,"681761,682441,683121,683801,684480,685159,685840,686522,687200,687880,688560",,<div class = centerbox><div class = center-text>Take a break!<br>Next run will start in a moment</div></div>,none,7500,,,,,
,-1,-1,1500,500,test_start_block,poldrack-single-stim,428,691362,s638,0.0-389.0,dot_pattern_expectancy,"689240,689920,690599,691280",,<div class = centerbox><div class = center-text>Get ready!</p></div>,none,1500,,,,,
,-1,-1,500,0,cue,poldrack-single-stim,429,692370,s638,0.0-390.0,dot_pattern_expectancy,691960,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,0,,
,-1,-1,2000,0,fixation,poldrack-single-stim,430,694375,s638,0.0-391.0,dot_pattern_expectancy,"692640,693320,694000",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,673,89,2180,0,probe,poldrack-single-stim,431,696562,s638,0.0-392.0,dot_pattern_expectancy,"694680,695360,696042",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,0,89,true
,-1,-1,500,0,cue,poldrack-single-stim,432,697068,s638,0.0-393.0,dot_pattern_expectancy,696721,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AY,test,1,,
,-1,-1,2000,0,fixation,poldrack-single-stim,433,699074,s638,0.0-394.0,dot_pattern_expectancy,"697400,698080,698760",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,558,89,2316,0,probe,poldrack-single-stim,434,701394,s638,0.0-395.0,dot_pattern_expectancy,"699441,700121,700801",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71",500,AY,test,1,71,false
,-1,-1,500,0,cue,poldrack-single-stim,435,701900,s638,0.0-396.0,dot_pattern_expectancy,701481,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AY,test,2,,
,-1,-1,2000,0,fixation,poldrack-single-stim,436,703906,s638,0.0-397.0,dot_pattern_expectancy,"702160,702841,703521",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,722,71,1636,0,probe,poldrack-single-stim,437,705548,s638,0.0-398.0,dot_pattern_expectancy,"704201,704881",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71",500,AY,test,2,71,true
,-1,-1,500,0,cue,poldrack-single-stim,438,706054,s638,0.0-399.0,dot_pattern_expectancy,705563,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>",none,500,BX,test,3,,
,-1,-1,2000,0,fixation,poldrack-single-stim,439,708060,s638,0.0-400.0,dot_pattern_expectancy,"706242,706921,707601",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,850,71,1908,0,probe,poldrack-single-stim,440,709975,s638,0.0-401.0,dot_pattern_expectancy,"708281,708961,709641",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,3,71,true
,-1,-1,500,0,cue,poldrack-single-stim,441,710481,s638,0.0-402.0,dot_pattern_expectancy,710321,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,4,,
,-1,-1,2000,0,fixation,poldrack-single-stim,442,712487,s638,0.0-403.0,dot_pattern_expectancy,"711000,711680,712360",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,582,89,3540,0,probe,poldrack-single-stim,443,716033,s638,0.0-404.0,dot_pattern_expectancy,"713040,713720,714400,715080,715760",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,4,89,true
,-1,-1,500,0,cue,poldrack-single-stim,444,716539,s638,0.0-405.0,dot_pattern_expectancy,716442,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>",none,500,BX,test,5,,
,-1,-1,2000,0,fixation,poldrack-single-stim,445,718545,s638,0.0-406.0,dot_pattern_expectancy,"717121,717800,718481",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,724,89,1636,0,probe,poldrack-single-stim,446,720187,s638,0.0-407.0,dot_pattern_expectancy,"719160,719841",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,BX,test,5,71,false
,-1,-1,500,0,cue,poldrack-single-stim,447,720694,s638,0.0-408.0,dot_pattern_expectancy,720521,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>",none,500,BY,test,6,,
,-1,-1,2000,0,fixation,poldrack-single-stim,448,722700,s638,0.0-409.0,dot_pattern_expectancy,"721201,721881,722561",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,975,71,1500,0,probe,poldrack-single-stim,449,724204,s638,0.0-410.0,dot_pattern_expectancy,"723241,723921",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71",500,BY,test,6,71,true
,-1,-1,500,0,cue,poldrack-single-stim,450,724710,s638,0.0-411.0,dot_pattern_expectancy,724601,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,7,,
,-1,-1,2000,0,fixation,poldrack-single-stim,451,726716,s638,0.0-412.0,dot_pattern_expectancy,"725281,725961,726642",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,649,89,1500,0,probe,poldrack-single-stim,452,728220,s638,0.0-413.0,dot_pattern_expectancy,"727321,728001",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,7,89,true
,-1,-1,500,0,cue,poldrack-single-stim,453,728727,s638,0.0-414.0,dot_pattern_expectancy,728681,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,8,,
,-1,-1,2000,0,fixation,poldrack-single-stim,454,730730,s638,0.0-415.0,dot_pattern_expectancy,"729361,730041,730721",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,1097,89,1772,0,probe,poldrack-single-stim,455,732508,s638,0.0-416.0,dot_pattern_expectancy,"731401,732081",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,8,89,true
,-1,-1,500,0,cue,poldrack-single-stim,456,733015,s638,0.0-417.0,dot_pattern_expectancy,732761,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>",none,500,BY,test,9,,
,-1,-1,2000,0,fixation,poldrack-single-stim,457,735020,s638,0.0-418.0,dot_pattern_expectancy,"733441,734121,734801",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,1599,71,2452,0,probe,poldrack-single-stim,458,737477,s638,0.0-419.0,dot_pattern_expectancy,"735481,736161,736842",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71",500,BY,test,9,71,true
,-1,-1,500,0,cue,poldrack-single-stim,459,737984,s638,0.0-420.0,dot_pattern_expectancy,737521,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>",none,500,AX,test,10,,
,-1,-1,2000,0,fixation,poldrack-single-stim,460,739991,s638,0.0-421.0,dot_pattern_expectancy,"738200,738880,739560",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
,-1,-1,1908,0,probe,poldrack-single-stim,461,741904,s638,0.0-422.0,dot_pattern_expectancy,"740240,740920,741600",,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71",500,AX,test,10,89,false
,-1,-1,500,0,cue,poldrack-single-stim,462,742411,s638,0.0-423.0,dot_pattern_expectancy,742281,,"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>",none,500,BX,test,11,,
,-1,-1,2000,0,fixation,poldrack-single-stim,463,744417,s638,0.0-424.0,dot_pattern_expectancy,"742961,743641,744321",,<div class = centerbox><div class = fixation>+</div></div>,none,2000,,test,,,
